"date","CILeft","CIRight","Pred","Poll","PollDiff"
"2020-03-03",0.499024111713201,0.266377356270401,0.382700733991801,NA,NA
"2020-03-04",0.496125707462176,0.267083591652311,0.381604649557244,NA,NA
"2020-03-05",0.493489864240324,0.267777804171662,0.380633834205993,NA,NA
"2020-03-06",0.490709949836688,0.268960735756501,0.379835342796595,NA,NA
"2020-03-07",0.492800537613973,0.26880443719216,0.380802487403067,NA,NA
"2020-03-08",0.494756009679238,0.26843174567975,0.381593877679494,NA,NA
"2020-03-09",0.496839002112141,0.268089907796556,0.382464454954348,NA,NA
"2020-03-10",0.497798384050365,0.269289435087195,0.38354390956878,NA,NA
"2020-03-11",0.498676474950468,0.270237869698929,0.384457172324699,NA,NA
"2020-03-12",0.499571369319155,0.27117791919203,0.385374644255593,NA,NA
"2020-03-13",0.500092056130295,0.272558254995735,0.386325155563015,NA,NA
"2020-03-14",0.50010992586574,0.274715856198084,0.387412891031912,NA,NA
"2020-03-15",0.500098086669017,0.276827178585635,0.388462632627326,NA,NA
"2020-03-16",0.499457554435491,0.279170695310429,0.38931412487296,NA,NA
"2020-03-17",0.498459553772701,0.281573095815462,0.390016324794081,NA,NA
"2020-03-18",0.497719544006688,0.284260328399739,0.390989936203213,NA,NA
"2020-03-19",0.497785764179107,0.283634298348292,0.390710031263699,NA,NA
"2020-03-20",0.497628982013814,0.283334790707765,0.39048188636079,NA,NA
"2020-03-21",0.496168657093649,0.283581123786893,0.389874890440271,NA,NA
"2020-03-22",0.494386983216348,0.284812196555654,0.389599589886001,NA,NA
"2020-03-23",0.492205155432944,0.2858436811672,0.389024418300072,NA,NA
"2020-03-24",0.490043922654059,0.287330812185005,0.388687367419532,NA,NA
"2020-03-25",0.488291819826413,0.288375928706281,0.388333874266347,NA,NA
"2020-03-26",0.486438556628828,0.289109477696847,0.387774017162837,NA,NA
"2020-03-27",0.484561226947252,0.289553852392895,0.387057539670073,NA,NA
"2020-03-28",0.482367069439496,0.290547248899661,0.386457159169579,NA,NA
"2020-03-29",0.479855504635973,0.291291124807749,0.385573314721861,NA,NA
"2020-03-30",0.47664117707119,0.292653070822486,0.384647123946838,NA,NA
"2020-03-31",0.472629632472244,0.295065904578328,0.383847768525286,NA,NA
"2020-04-01",0.474519155708426,0.296143941891957,0.385331548800191,NA,NA
"2020-04-02",0.475913873317004,0.29705783737049,0.386485855343747,NA,NA
"2020-04-03",0.47678601254025,0.29829814369923,0.38754207811974,NA,NA
"2020-04-04",0.476448561280971,0.300692441483131,0.388570501382051,NA,NA
"2020-04-05",0.475994980507035,0.302777788293706,0.38938638440037,NA,NA
"2020-04-06",0.47437434163079,0.305991589675603,0.390182965653196,NA,NA
"2020-04-07",0.479462718224315,0.313786705533116,0.396624711878716,NA,NA
"2020-04-08",0.480551721200145,0.31375595260019,0.397153836900167,NA,NA
"2020-04-09",0.480349743289283,0.315225898972162,0.397787821130722,NA,NA
"2020-04-10",0.479276438838027,0.31764718737831,0.398461813108168,NA,NA
"2020-04-11",0.479078772984103,0.319321568146934,0.399200170565518,NA,NA
"2020-04-12",0.478215411823124,0.320425083219769,0.399320247521446,NA,NA
"2020-04-13",0.476388021437776,0.322858068660326,0.399623045049051,NA,NA
"2020-04-14",0.47312864941824,0.326420346410113,0.399774497914177,NA,NA
"2020-04-15",0.47492089246206,0.329485889318949,0.402203390890504,NA,NA
"2020-04-16",0.474061089567892,0.329958172455009,0.402009631011451,NA,NA
"2020-04-17",0.472481511463617,0.33095526430864,0.401718387886128,NA,NA
"2020-04-18",0.472820356931655,0.332566891020515,0.402693623976085,NA,NA
"2020-04-19",0.473856262848186,0.334330212112168,0.404093237480177,NA,NA
"2020-04-20",0.474078520687145,0.336386595462401,0.405232558074773,NA,NA
"2020-04-21",0.473246018768722,0.33993987120925,0.406592944988986,NA,NA
"2020-04-22",0.471563740184095,0.344209853171535,0.407886796677815,NA,NA
"2020-04-23",0.468280697695744,0.349777156713235,0.409028927204489,NA,NA
"2020-04-24",0.463706527557549,0.35371735982673,0.40871194369214,NA,NA
"2020-04-25",0.456721476756298,0.356699931194858,0.406710703975578,NA,NA
