"date","CILeft","CIRight","Pred","Poll","PollDiff"
"2020-03-03",0.811254112117183,0.435538296675029,0.623396204396106,NA,NA
"2020-03-04",0.809593148411712,0.435522370871377,0.622557759641544,NA,NA
"2020-03-05",0.808582392069578,0.435314608057885,0.621948500063732,NA,NA
"2020-03-06",0.807368394651817,0.434915750428128,0.621142072539972,NA,NA
"2020-03-07",0.808031448395653,0.43596637717748,0.621998912786567,NA,NA
"2020-03-08",0.809156315842111,0.436705927894334,0.622931121868223,NA,NA
"2020-03-09",0.810162150299828,0.437683336543369,0.623922743421599,NA,NA
"2020-03-10",0.811423837792012,0.438300311442177,0.624862074617094,NA,NA
"2020-03-11",0.812319316225309,0.439218057195441,0.625768686710375,NA,NA
"2020-03-12",0.812471509876043,0.440787903851927,0.626629706863985,NA,NA
"2020-03-13",0.813189859943116,0.442057983593829,0.627623921768473,NA,NA
"2020-03-14",0.813349834548965,0.44399249375558,0.628671164152272,NA,NA
"2020-03-15",0.813935217335801,0.445691291789866,0.629813254562834,NA,NA
"2020-03-16",0.814161424855177,0.447269184981475,0.630715304918326,NA,NA
"2020-03-17",0.814682610723309,0.449015572038078,0.631849091380694,NA,NA
"2020-03-18",0.814270655550616,0.451324189781481,0.632797422666049,NA,NA
"2020-03-19",0.813764360817295,0.451568497716808,0.632666429267051,NA,NA
"2020-03-20",0.813237462231827,0.451495588612294,0.632366525422061,NA,NA
"2020-03-21",0.812984797121971,0.451613766644773,0.632299281883372,NA,NA
"2020-03-22",0.812325072914915,0.451635703184633,0.631980388049774,NA,NA
"2020-03-23",0.811270045629548,0.452418374070857,0.631844209850203,NA,NA
"2020-03-24",0.810251012626148,0.452881541095659,0.631566276860903,NA,NA
"2020-03-25",0.809101625354678,0.453519350670723,0.631310488012701,NA,NA
"2020-03-26",0.807892150906779,0.45346044232528,0.63067629661603,NA,NA
"2020-03-27",0.806846537028752,0.453310218626124,0.630078377827438,NA,NA
"2020-03-28",0.805628380001486,0.453266566979708,0.629447473490597,NA,NA
"2020-03-29",0.80417506777595,0.453397393147478,0.628786230461714,NA,NA
"2020-03-30",0.802902027402475,0.453452033654736,0.628177030528606,NA,NA
"2020-03-31",0.801103720036383,0.453961089504421,0.627532404770402,NA,NA
"2020-04-01",0.802234860918084,0.455113910255639,0.628674385586861,NA,NA
"2020-04-02",0.802889636314887,0.456484874180705,0.629687255247796,NA,NA
"2020-04-03",0.802955836656292,0.458051949473356,0.630503893064824,NA,NA
"2020-04-04",0.802598938863577,0.460417569833093,0.631508254348335,NA,NA
"2020-04-05",0.802473718646631,0.462599629494042,0.632536674070337,NA,NA
"2020-04-06",0.802010471799844,0.465032684347247,0.633521578073546,NA,NA
"2020-04-07",0.805945721570154,0.473151448956958,0.639548585263556,NA,NA
"2020-04-08",0.80587799297755,0.474432131018,0.640155061997775,NA,NA
"2020-04-09",0.806132381120999,0.475223769473923,0.640678075297461,NA,NA
"2020-04-10",0.80673313223464,0.475622022359408,0.641177577297024,NA,NA
"2020-04-11",0.806983043944387,0.476894643657279,0.641938843800833,NA,NA
"2020-04-12",0.806630036933037,0.477608362605321,0.642119199769179,NA,NA
"2020-04-13",0.805267053525564,0.479345916814657,0.64230648517011,NA,NA
"2020-04-14",0.804439066103231,0.480690721385795,0.642564893744513,NA,NA
"2020-04-15",0.806369671009053,0.483546332283412,0.644958001646232,NA,NA
"2020-04-16",0.806263341398706,0.483057750886657,0.644660546142682,NA,NA
"2020-04-17",0.806168623459305,0.482746716957066,0.644457670208186,NA,NA
"2020-04-18",0.807096295042214,0.483778108783565,0.645437201912889,NA,NA
"2020-04-19",0.80849924850139,0.484813573596772,0.646656411049081,NA,NA
"2020-04-20",0.808583787813286,0.487080993826482,0.647832390819884,NA,NA
"2020-04-21",0.808793836539267,0.489180679385654,0.648987257962461,NA,NA
"2020-04-22",0.809529349426583,0.491020534753867,0.650274942090225,NA,NA
"2020-04-23",0.809197719708553,0.493847757842417,0.651522738775485,NA,NA
"2020-04-24",0.808180541908275,0.494565945220542,0.651373243564409,NA,NA
"2020-04-25",0.806544032082311,0.492669069558054,0.649606550820182,NA,NA
"2020-04-26",0.804673310052792,0.490929165417027,0.64780123773491,NA,NA
"2020-04-27",0.804246027851336,0.49112985866184,0.647687943256588,NA,NA
"2020-04-28",0.803870988540709,0.491229743445404,0.647550365993057,NA,NA
"2020-04-29",0.803198552412352,0.491944564440459,0.647571558426406,NA,NA
"2020-04-30",0.802962748733385,0.492608307819378,0.647785528276381,NA,NA
"2020-05-01",0.802397466593101,0.493506966000688,0.647952216296894,NA,NA
"2020-05-02",0.802400430360312,0.493812652486078,0.648106541423195,NA,NA
"2020-05-03",0.801110594745633,0.492976985450469,0.647043790098051,NA,NA
"2020-05-04",0.79953389447041,0.492031837114688,0.645782865792549,NA,NA
"2020-05-05",0.797321684991047,0.491631059771474,0.644476372381261,NA,NA
"2020-05-06",0.79798735172396,0.493239299396431,0.645613325560195,NA,NA
"2020-05-07",0.798262819523939,0.495446213418566,0.646854516471252,NA,NA
"2020-05-08",0.796816522886494,0.494662094863539,0.645739308875016,NA,NA
"2020-05-09",0.795106097819657,0.494217281020388,0.644661689420022,NA,NA
"2020-05-10",0.793073450168058,0.493935858219987,0.643504654194022,NA,NA
"2020-05-11",0.788899953863329,0.490174973274799,0.639537463569064,NA,NA
"2020-05-12",0.79351352910306,0.499881108079223,0.646697318591142,NA,NA
"2020-05-13",0.789862457050408,0.49451836210077,0.642190409575589,NA,NA
