"date","CILeft","CIRight","Pred","Poll","PollDiff"
"2020-03-03",0.557524073245323,0.287324900294126,0.422424486769725,NA,NA
"2020-03-04",0.554593875971753,0.288179244591857,0.421386560281805,NA,NA
"2020-03-05",0.552604912322929,0.288474273714927,0.420539593018928,NA,NA
"2020-03-06",0.550564016068422,0.288715449853092,0.419639732960757,NA,NA
"2020-03-07",0.552489614188873,0.288675364506386,0.420582489347629,NA,NA
"2020-03-08",0.553764453411177,0.289140786336918,0.421452619874047,NA,NA
"2020-03-09",0.555021321761203,0.289849802257374,0.422435562009289,NA,NA
"2020-03-10",0.555644268506089,0.291207513960627,0.423425891233358,NA,NA
"2020-03-11",0.556019367470645,0.292739451429579,0.424379409450112,NA,NA
"2020-03-12",0.556610658289123,0.294068529566397,0.42533959392776,NA,NA
"2020-03-13",0.556580299454757,0.296133081792731,0.426356690623744,NA,NA
"2020-03-14",0.556299187084109,0.298059390357856,0.427179288720982,NA,NA
"2020-03-15",0.556467289370353,0.299651598834251,0.428059444102302,NA,NA
"2020-03-16",0.556411770569573,0.301514399252607,0.42896308491109,NA,NA
"2020-03-17",0.556687282789706,0.303397696033677,0.430042489411691,NA,NA
"2020-03-18",0.555699829136477,0.306141208340602,0.430920518738539,NA,NA
"2020-03-19",0.555229509173887,0.305894231966256,0.430561870570071,NA,NA
"2020-03-20",0.554859832164831,0.305464847581393,0.430162339873112,NA,NA
"2020-03-21",0.554395295241293,0.305168998841152,0.429782147041223,NA,NA
"2020-03-22",0.55418539856889,0.305120495598147,0.429652947083519,NA,NA
"2020-03-23",0.552719195776792,0.305777793871408,0.4292484948241,NA,NA
"2020-03-24",0.5514635588685,0.306277302917384,0.428870430892942,NA,NA
"2020-03-25",0.550006659458483,0.306986984622079,0.428496822040281,NA,NA
"2020-03-26",0.548686179730865,0.306717270563815,0.42770172514734,NA,NA
"2020-03-27",0.545834015567187,0.307928042468656,0.426881029017921,NA,NA
"2020-03-28",0.543515372755983,0.308912273107192,0.426213822931587,NA,NA
"2020-03-29",0.541006563625245,0.309912774228925,0.425459668927085,NA,NA
